survey_id,site_name,region,latitude,longitude,survey_date,transect_number,depth_m,transect_length_m,coral_cover_percent,algae_cover_percent,sand_cover_percent,rubble_cover_percent,coral_species_count,fish_species_count,total_fish_count,bleaching_severity,bleached_colonies_percent,water_temperature_c,visibility_m,current_strength,weather_conditions,surveyor,data_source
REEF0277,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.192553,79.206051,2024-11-16,3,15.4,30,56.1,17.4,7.7,18.8,9,30,216,None,0.0,29.5,28.5,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0278,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.196462,79.197313,2024-11-16,4,4.0,30,43.6,23.0,17.9,15.5,10,30,254,Mild,20.5,27.1,22.6,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0279,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.193159,79.208083,2024-11-16,5,8.1,10,31.7,26.3,32.9,9.2,8,24,85,Severe,22.3,26.5,29.7,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0280,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.201762,79.195131,2024-09-16,1,15.4,30,23.1,25.0,33.4,18.5,9,24,243,None,0.0,28.1,15.2,Strong,Calm,Coral Specialist,Coral Reef Survey
REEF0281,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.190702,79.203028,2024-09-16,2,14.8,30,38.4,27.7,30.6,3.4,12,27,82,Moderate,7.6,27.3,8.7,Weak,Calm,Research Diver,Coral Reef Survey
REEF0282,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.200057,79.196282,2024-09-16,3,7.0,20,50.0,10.1,26.1,13.8,15,21,300,None,0.0,29.1,28.5,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0283,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.190747,79.200005,2024-09-16,4,21.8,10,43.5,11.9,36.6,8.0,15,16,150,None,0.0,31.3,8.9,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0284,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.191431,79.196501,2024-09-16,5,8.1,10,30.6,10.5,55.0,3.9,10,25,263,Moderate,37.7,26.9,12.5,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0285,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.194925,79.20866,2024-09-16,6,19.6,30,51.6,7.6,24.1,16.7,15,26,187,None,0.0,27.6,20.7,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0286,Gulf of Kutch - Pirotan,Gulf of Kutch,22.606444,69.805573,2025-03-30,1,22.6,30,37.8,11.0,42.7,8.5,13,15,182,Mild,35.8,26.9,27.0,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0287,Gulf of Kutch - Pirotan,Gulf of Kutch,22.596588,69.797363,2025-03-30,2,3.9,20,19.8,27.2,52.5,0.5,14,20,143,None,0.0,26.2,16.2,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0288,Gulf of Kutch - Pirotan,Gulf of Kutch,22.593453,69.795044,2025-03-30,3,22.3,30,23.1,11.8,53.3,11.8,12,19,146,Mild,14.1,29.3,13.2,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0289,Gulf of Kutch - Pirotan,Gulf of Kutch,22.603583,69.79983,2025-03-30,4,20.0,50,38.4,7.9,47.0,6.7,14,26,126,None,0.0,26.9,25.8,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0290,Gulf of Kutch - Pirotan,Gulf of Kutch,22.605198,69.799689,2024-01-24,1,14.8,20,11.8,18.9,53.5,15.8,12,17,198,None,0.0,27.6,22.7,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0291,Gulf of Kutch - Pirotan,Gulf of Kutch,22.59723,69.800897,2024-01-24,2,13.7,30,21.4,23.0,37.9,17.7,10,27,238,Moderate,37.7,29.1,23.4,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0292,Gulf of Kutch - Pirotan,Gulf of Kutch,22.607112,69.799342,2024-01-24,3,21.4,10,15.3,9.0,62.5,13.1,14,33,110,None,0.0,31.4,22.2,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0293,Gulf of Kutch - Pirotan,Gulf of Kutch,22.60051,69.796628,2024-01-24,4,24.6,20,19.6,23.6,46.2,10.6,11,18,137,None,0.0,28.4,29.2,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0294,Gulf of Kutch - Pirotan,Gulf of Kutch,22.601434,69.808756,2025-01-26,1,3.2,20,27.2,22.9,35.0,14.9,11,28,299,None,0.0,26.0,8.0,Moderate,Rough,Reef Survey Team,Coral Reef Survey
REEF0295,Gulf of Kutch - Pirotan,Gulf of Kutch,22.599445,69.790586,2025-01-26,2,24.4,50,16.7,16.8,65.3,1.2,10,28,126,None,0.0,28.3,9.0,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0296,Gulf of Kutch - Pirotan,Gulf of Kutch,22.596702,69.797829,2025-01-26,3,24.8,50,16.2,18.6,45.4,19.7,11,22,238,None,0.0,32.0,29.3,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0297,Gulf of Kutch - Pirotan,Gulf of Kutch,22.599791,69.803928,2025-01-26,4,5.4,50,23.2,25.2,41.4,10.1,10,17,82,None,0.0,30.5,13.6,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0298,Gulf of Kutch - Pirotan,Gulf of Kutch,22.607514,69.799196,2024-08-05,1,7.6,30,36.0,15.4,33.6,15.0,9,28,268,None,0.0,28.3,25.8,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0299,Gulf of Kutch - Pirotan,Gulf of Kutch,22.601689,69.797811,2024-08-05,2,5.4,20,36.9,5.9,40.0,17.3,15,16,165,None,0.0,29.8,28.3,Moderate,Rough,Marine Biologist A,Coral Reef Survey
REEF0300,Gulf of Kutch - Pirotan,Gulf of Kutch,22.593034,69.801339,2024-08-05,3,19.8,50,32.7,18.1,36.6,12.5,12,15,144,None,0.0,31.0,24.8,Moderate,Rough,Research Diver,Coral Reef Survey
REEF0301,Gulf of Kutch - Pirotan,Gulf of Kutch,22.59708,69.809935,2024-08-05,4,12.6,20,10.7,14.1,72.6,2.6,12,19,223,Mild,14.9,26.3,23.1,Weak,Rough,Coral Specialist,Coral Reef Survey
REEF0302,Gulf of Kutch - Pirotan,Gulf of Kutch,22.59148,69.794066,2024-08-05,5,5.0,20,11.9,11.7,65.0,11.4,9,25,199,None,0.0,31.3,27.3,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0303,Gulf of Kutch - Pirotan,Gulf of Kutch,22.593521,69.795298,2024-08-05,6,4.7,30,33.4,6.7,48.8,11.1,8,19,146,Mild,13.5,31.9,24.6,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0304,Gulf of Kutch - Pirotan,Gulf of Kutch,22.606739,69.80144,2025-01-04,1,22.2,30,29.4,28.7,36.4,5.6,13,24,147,None,0.0,30.1,16.6,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0305,Gulf of Kutch - Pirotan,Gulf of Kutch,22.607594,69.809596,2025-01-04,2,13.9,20,21.7,16.8,44.4,17.1,15,30,275,None,0.0,26.3,19.9,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0306,Gulf of Kutch - Pirotan,Gulf of Kutch,22.590346,69.805571,2025-01-04,3,10.2,10,24.2,25.0,49.9,0.9,15,16,138,Mild,18.9,27.4,15.4,Moderate,Calm,Coral Specialist,Coral Reef Survey
REEF0307,Gulf of Kutch - Pirotan,Gulf of Kutch,22.609963,69.806508,2025-01-04,4,22.4,10,38.1,13.5,42.4,5.9,15,28,109,Moderate,34.1,30.1,13.2,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0308,Gulf of Kutch - Pirotan,Gulf of Kutch,22.59754,69.800134,2025-01-04,5,14.6,10,36.7,14.5,30.7,18.2,10,29,206,None,0.0,30.5,28.5,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0309,Gulf of Kutch - Pirotan,Gulf of Kutch,22.608152,69.791139,2025-01-04,6,7.5,20,24.3,15.8,47.1,12.8,10,21,152,None,0.0,26.7,17.9,Strong,Rough,Research Diver,Coral Reef Survey
REEF0310,Gulf of Kutch - Pirotan,Gulf of Kutch,22.593848,69.807882,2025-07-30,1,24.2,20,24.4,7.6,52.3,15.7,14,33,81,None,0.0,28.1,27.5,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0311,Gulf of Kutch - Pirotan,Gulf of Kutch,22.609517,69.801157,2025-07-30,2,15.4,10,18.9,19.6,52.7,8.8,12,18,164,None,0.0,26.4,13.6,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0312,Gulf of Kutch - Pirotan,Gulf of Kutch,22.593957,69.800841,2025-07-30,3,16.2,10,28.3,14.7,48.6,8.4,13,27,175,None,0.0,28.9,29.7,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0313,Gulf of Kutch - Pirotan,Gulf of Kutch,22.598792,69.802992,2025-07-30,4,4.1,50,29.6,26.3,25.3,18.8,15,29,292,None,0.0,27.7,20.7,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0314,Gulf of Kutch - Pirotan,Gulf of Kutch,22.599014,69.801276,2024-12-03,1,6.5,30,35.7,27.7,27.6,9.0,10,35,239,Moderate,9.9,30.1,14.9,Weak,Calm,Research Diver,Coral Reef Survey
REEF0315,Gulf of Kutch - Pirotan,Gulf of Kutch,22.608191,69.80342,2024-12-03,2,17.2,10,26.8,6.1,48.4,18.6,9,25,284,None,0.0,32.0,19.8,Strong,Rough,Coral Specialist,Coral Reef Survey
REEF0316,Gulf of Kutch - Pirotan,Gulf of Kutch,22.604202,69.791124,2024-12-03,3,16.9,20,32.9,24.5,27.2,15.4,11,17,182,Moderate,39.1,32.0,9.7,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0317,Gulf of Kutch - Pirotan,Gulf of Kutch,22.608729,69.795789,2024-08-01,1,18.2,50,20.1,29.2,48.6,2.0,12,27,279,None,0.0,28.6,15.2,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0318,Gulf of Kutch - Pirotan,Gulf of Kutch,22.602911,69.792621,2024-08-01,2,18.8,50,39.4,25.1,18.3,17.2,14,18,156,None,0.0,27.9,19.4,Strong,Choppy,Reef Survey Team,Coral Reef Survey
REEF0319,Gulf of Kutch - Pirotan,Gulf of Kutch,22.590915,69.808907,2024-08-01,3,6.2,30,37.1,7.1,39.4,16.5,11,26,250,Mild,6.3,30.3,14.2,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0320,Gulf of Kutch - Pirotan,Gulf of Kutch,22.60429,69.801102,2024-08-01,4,5.4,50,38.0,16.3,31.0,14.7,9,30,148,None,0.0,29.6,14.7,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
REEF0321,Gulf of Kutch - Pirotan,Gulf of Kutch,22.594007,69.800851,2025-03-20,1,12.7,30,21.7,21.8,42.7,13.8,15,17,90,Severe,16.9,28.5,10.1,Strong,Calm,Reef Survey Team,Coral Reef Survey
REEF0322,Gulf of Kutch - Pirotan,Gulf of Kutch,22.594718,69.791033,2025-03-20,2,24.9,10,32.1,7.2,60.3,0.4,12,30,214,None,0.0,28.6,25.3,Moderate,Choppy,Marine Biologist A,Coral Reef Survey
REEF0323,Gulf of Kutch - Pirotan,Gulf of Kutch,22.60847,69.801986,2025-03-20,3,7.1,20,33.5,28.9,26.0,11.6,10,30,156,None,0.0,28.0,16.4,Strong,Choppy,Reef Survey Team,Coral Reef Survey
REEF0324,Gulf of Kutch - Pirotan,Gulf of Kutch,22.604693,69.808555,2025-03-20,4,16.8,30,33.7,9.3,52.8,4.2,8,31,189,None,0.0,27.1,22.0,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0325,Gulf of Kutch - Pirotan,Gulf of Kutch,22.595833,69.805831,2025-03-20,5,20.8,50,23.9,9.5,53.6,12.9,14,31,107,None,0.0,29.7,8.8,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0326,Gulf of Kutch - Pirotan,Gulf of Kutch,22.590346,69.796407,2025-03-20,6,7.3,10,34.4,26.1,34.3,5.2,8,26,145,None,0.0,27.4,28.0,Weak,Rough,Coral Specialist,Coral Reef Survey
REEF0327,Netrani Island - Karnataka,West Coast,14.100053,74.403123,2024-07-05,1,12.1,50,28.9,14.6,49.6,6.8,12,16,101,None,0.0,29.5,14.5,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0328,Netrani Island - Karnataka,West Coast,14.092987,74.397372,2024-07-05,2,12.1,30,28.9,27.9,42.6,0.7,10,29,239,Moderate,11.8,29.0,17.5,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0329,Netrani Island - Karnataka,West Coast,14.104581,74.394848,2024-07-05,3,16.1,10,36.5,27.8,16.5,19.2,14,34,146,None,0.0,31.4,13.2,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0330,Netrani Island - Karnataka,West Coast,14.093952,74.39013,2024-07-05,4,18.6,10,38.1,9.7,39.5,12.7,10,27,109,None,0.0,31.6,22.2,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0331,Netrani Island - Karnataka,West Coast,14.109406,74.396893,2024-07-05,5,10.7,50,26.3,14.6,59.1,0.0,12,27,248,None,0.0,30.5,24.4,Strong,Rough,Research Diver,Coral Reef Survey
REEF0332,Netrani Island - Karnataka,West Coast,14.0969,74.400446,2024-07-05,6,10.9,10,10.5,19.1,68.0,2.5,10,27,285,Moderate,31.4,26.1,29.1,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0333,Netrani Island - Karnataka,West Coast,14.100305,74.40966,2024-04-24,1,4.3,10,27.5,13.7,41.9,16.9,11,21,299,None,0.0,27.6,26.9,Moderate,Rough,Reef Survey Team,Coral Reef Survey
REEF0334,Netrani Island - Karnataka,West Coast,14.097493,74.390337,2024-04-24,2,11.6,20,29.6,11.4,50.4,8.6,9,35,141,Moderate,25.6,30.5,17.1,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
REEF0335,Netrani Island - Karnataka,West Coast,14.098405,74.391766,2024-04-24,3,7.4,10,14.6,17.0,57.7,10.6,9,30,188,None,0.0,26.4,21.2,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0336,Netrani Island - Karnataka,West Coast,14.10053,74.400325,2025-05-11,1,22.2,50,16.2,6.0,64.4,13.4,11,15,300,None,0.0,26.1,13.5,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0337,Netrani Island - Karnataka,West Coast,14.096187,74.402337,2025-05-11,2,6.8,10,22.4,17.1,51.4,9.2,9,16,165,None,0.0,26.3,28.9,Strong,Rough,Coral Specialist,Coral Reef Survey
REEF0338,Netrani Island - Karnataka,West Coast,14.101639,74.405915,2025-05-11,3,12.5,30,23.6,27.0,31.5,17.9,8,28,297,Moderate,12.0,29.0,27.8,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0339,Netrani Island - Karnataka,West Coast,14.096447,74.40304,2025-05-11,4,18.6,50,33.4,19.1,39.5,8.0,11,31,231,None,0.0,29.7,24.0,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0340,Netrani Island - Karnataka,West Coast,14.0969,74.403399,2025-05-11,5,8.7,30,17.4,22.9,49.4,10.4,9,28,227,None,0.0,27.6,21.2,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0341,Netrani Island - Karnataka,West Coast,14.098879,74.401939,2025-05-11,6,9.4,50,31.5,25.1,38.2,5.2,13,30,109,None,0.0,30.0,23.3,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0342,Netrani Island - Karnataka,West Coast,14.104082,74.403654,2024-01-22,1,11.6,20,21.8,11.4,63.6,3.1,15,24,265,None,0.0,26.6,28.6,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
REEF0343,Netrani Island - Karnataka,West Coast,14.106534,74.40715,2024-01-22,2,22.9,30,22.3,26.2,48.4,3.2,15,31,136,Severe,32.5,26.4,29.7,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0344,Netrani Island - Karnataka,West Coast,14.103496,74.405069,2024-01-22,3,8.4,30,30.2,6.1,46.9,16.8,15,28,293,Severe,29.4,27.3,9.5,Weak,Rough,Reef Survey Team,Coral Reef Survey
REEF0345,Netrani Island - Karnataka,West Coast,14.09963,74.393386,2024-01-22,4,19.0,10,17.1,13.6,58.0,11.3,15,24,256,Severe,18.2,30.9,11.9,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0346,Netrani Island - Karnataka,West Coast,14.091644,74.396567,2024-06-09,1,12.3,50,26.3,14.3,43.6,15.8,12,18,283,Moderate,20.1,28.3,22.2,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0347,Netrani Island - Karnataka,West Coast,14.109326,74.400208,2024-06-09,2,24.7,30,19.1,5.8,71.8,3.3,13,15,171,None,0.0,27.9,10.1,Strong,Calm,Reef Survey Team,Coral Reef Survey
REEF0348,Netrani Island - Karnataka,West Coast,14.098653,74.396762,2024-06-09,3,5.7,10,18.9,27.2,47.9,6.0,13,31,88,None,0.0,29.7,17.4,Moderate,Calm,Reef Survey Team,Coral Reef Survey
REEF0349,Netrani Island - Karnataka,West Coast,14.094781,74.39738,2024-06-09,4,16.0,20,20.5,10.4,66.8,2.3,15,18,223,None,0.0,28.6,21.8,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0350,Netrani Island - Karnataka,West Coast,14.099808,74.407451,2024-06-09,5,15.0,30,24.4,28.1,33.1,14.4,10,16,277,Severe,11.2,30.7,26.4,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0351,Netrani Island - Karnataka,West Coast,14.100904,74.401089,2024-06-09,6,16.9,50,23.2,22.0,52.7,2.2,9,16,192,None,0.0,30.5,21.9,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0352,Netrani Island - Karnataka,West Coast,14.096326,74.393219,2025-07-29,1,12.0,20,29.8,20.8,41.7,7.7,9,31,106,None,0.0,30.9,8.6,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0353,Netrani Island - Karnataka,West Coast,14.099012,74.405171,2025-07-29,2,15.0,50,29.5,17.9,32.7,19.8,9,24,261,Moderate,22.2,26.5,11.5,Weak,Rough,Research Diver,Coral Reef Survey
REEF0354,Netrani Island - Karnataka,West Coast,14.097661,74.393111,2025-07-29,3,24.2,20,38.4,13.4,35.4,12.8,9,25,289,None,0.0,30.9,21.8,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0355,Netrani Island - Karnataka,West Coast,14.090005,74.405263,2024-01-07,1,19.4,30,25.3,27.6,29.0,18.2,10,30,167,None,0.0,29.6,29.9,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0356,Netrani Island - Karnataka,West Coast,14.095976,74.396492,2024-01-07,2,7.0,20,36.9,23.6,37.4,2.1,10,28,172,None,0.0,30.4,26.7,Strong,Choppy,Reef Survey Team,Coral Reef Survey
REEF0357,Netrani Island - Karnataka,West Coast,14.090963,74.400099,2024-01-07,3,18.4,50,26.3,21.7,35.7,16.4,14,19,285,None,0.0,31.1,11.6,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0358,Netrani Island - Karnataka,West Coast,14.095418,74.390867,2024-01-07,4,11.0,20,21.4,25.1,40.4,13.1,8,15,193,None,0.0,29.9,9.2,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0359,Netrani Island - Karnataka,West Coast,14.093605,74.402539,2024-03-27,1,17.1,20,33.2,15.1,37.2,14.5,14,25,182,None,0.0,31.8,12.7,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0360,Netrani Island - Karnataka,West Coast,14.101034,74.402035,2024-03-27,2,25.0,10,16.0,18.1,59.0,6.9,12,35,118,None,0.0,27.4,9.0,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0361,Netrani Island - Karnataka,West Coast,14.101451,74.396717,2024-03-27,3,7.0,10,19.7,6.2,55.0,19.0,12,25,168,None,0.0,30.9,17.3,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0362,Netrani Island - Karnataka,West Coast,14.108066,74.399666,2024-03-27,4,15.6,20,24.8,23.3,40.6,11.3,15,27,194,Severe,10.1,29.6,18.8,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0363,Netrani Island - Karnataka,West Coast,14.09192,74.397912,2024-03-27,5,14.3,10,34.8,6.9,51.3,7.0,8,21,157,None,0.0,29.9,14.4,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0364,Netrani Island - Karnataka,West Coast,14.106907,74.399866,2024-05-09,1,14.0,30,39.3,28.7,24.9,7.2,13,21,103,Severe,16.4,26.2,8.5,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0365,Netrani Island - Karnataka,West Coast,14.09791,74.40882,2024-05-09,2,22.2,30,25.3,19.1,55.4,0.1,11,15,283,Severe,5.9,30.5,11.2,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0366,Netrani Island - Karnataka,West Coast,14.107381,74.402866,2024-05-09,3,8.0,10,14.7,20.7,46.6,18.0,13,31,108,None,0.0,28.1,20.9,Moderate,Rough,Research Diver,Coral Reef Survey
REEF0367,Netrani Island - Karnataka,West Coast,14.096215,74.409983,2024-05-09,4,19.5,10,28.4,15.6,43.6,12.4,15,18,92,None,0.0,26.2,16.7,Moderate,Rough,Marine Biologist A,Coral Reef Survey
REEF0368,Netrani Island - Karnataka,West Coast,14.10861,74.402526,2024-05-09,5,4.8,20,36.5,11.7,46.9,4.9,13,29,166,Mild,25.2,29.3,18.8,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
